0, 0, 0, 0, 0, 0, 0.03822, 0.34398, 4.43352
0, 0, 0, 9.555e-006, 0.00013377, 0.00168646, 0.015288, 0.596232, 7.32295
2.87109e-009, 3.84727e-008, 5.4034e-007, 1.28625e-005, 0.000277462, 0.0041454, 0.00588, 0.3234, 8.41428
6.80618e-009, 1.22731e-007, 1.84557e-006, 1.40515e-005, 0.000359718, 0.00685009, 0.00224824, 0.218079, 8.83556
1.40071e-008, 2.43907e-007, 3.99394e-006, 3.22079e-005, 0.000482313, 0.00965914, 0.0953353, 0.508455, 9.09121
2.52779e-008, 3.98392e-007, 7.01574e-006, 6.87919e-005, 0.000662391, 0.0125188, 0.130899, 0.619394, 9.18888
4.7261e-008, 6.03526e-007, 1.09224e-005, 0.00011231, 0.000845931, 0.0153612, 0.144484, 0.567285, 9.03721
7.73595e-008, 8.7061e-007, 1.57189e-005, 0.000131134, 0.00103759, 0.018165, 0.00794555, 0.641866, 8.93204
1.16409e-007, 1.19591e-006, 2.1394e-005, 0.000123551, 0.00124367, 0.0209485, -0.0442076, 0.670354, 8.89187
1.56035e-007, 1.59023e-006, 2.79293e-005, 0.000115012, 0.00148262, 0.0236695, -0.0168858, 0.822963, 8.59307
1.92365e-007, 2.05572e-006, 3.53218e-005, 0.00011175, 0.00175106, 0.0263328, -0.0064498, 0.881254, 8.47894
2.11585e-007, 2.59671e-006, 4.35633e-005, 2.83896e-005, 0.00199425, 0.0290471, -0.427646, 0.714549, 8.81328
2.32075e-007, 3.21402e-006, 5.26399e-005, -4.50807e-005, 0.002187, 0.0317985, -0.116104, 0.556389, 8.79926
2.22425e-007, 3.8952e-006, 6.25768e-005, -5.83804e-005, 0.00234921, 0.0345472, 0.0028948, 0.495977, 8.79391
2.04115e-007, 4.63552e-006, 7.3385e-005, -5.78213e-005, 0.00253624, 0.0373588, 0.00110572, 0.661871, 9.12256
1.8602e-007, 5.42693e-006, 8.50555e-005, -5.76078e-005, 0.00273706, 0.0401882, 0.000422346, 0.630753, 9.01188
1.68008e-007, 6.28182e-006, 9.76128e-005, -5.75262e-005, 0.00293188, 0.0429963, 0.000161322, 0.618866, 8.96961
1.42979e-007, 7.20315e-006, 0.000111043, -9.39919e-005, 0.00315177, 0.0457688, -0.188908, 0.756054, 8.81173
1.28534e-007, 8.18827e-006, 0.000125344, -7.57316e-005, 0.00338903, 0.0485108, 0.211299, 0.761212, 8.75143
1.1057e-007, 9.24741e-006, 0.000140503, 1.9823e-005, 0.00362729, 0.0512412, 0.364164, 0.763182, 8.7284
1.01321e-007, 1.03827e-005, 0.000156517, 5.36592e-005, 0.00387506, 0.0539762, -0.0498718, 0.811177, 8.76684
1.1219e-007, 1.15944e-005, 0.000173385, 7.53028e-006, 0.00413209, 0.0567187, -0.208019, 0.82951, 8.78152
1.19339e-007, 1.28982e-005, 0.00019111, -3.26457e-005, 0.00445653, 0.059464, -0.0794563, 1.16721, 8.78713
