x,y,z
-0.53508,2.21676,9.63144
-0.22932,0.15288,8.7906
-0.22932,0.15288,8.7906
-0.22932,0.15288,8.7906
-0.30576,1.5288,9.1728
-0.30576,1.5288,9.1728
-0.30576,1.5288,9.1728
0,1.45236,8.4084
0,1.45236,8.4084
-0.15288,1.68168,8.86704
-0.15288,1.68168,8.86704
-0.15288,1.68168,8.86704
-0.91728,1.22304,9.63144
-0.91728,1.22304,9.63144
-0.91728,1.22304,9.63144
0.15288,1.83456,8.86704
0.15288,1.83456,8.86704
-0.22932,1.68168,8.7906
-0.22932,1.68168,8.7906
-0.22932,1.68168,8.7906
-0.15288,1.98744,9.09636
-0.15288,1.98744,9.09636
-0.15288,1.98744,9.09636
-0.45864,1.5288,8.86704
-0.45864,1.5288,8.86704
-0.45864,1.5288,8.86704
-0.61152,1.75812,8.71416
-0.61152,1.75812,8.71416
-0.61152,1.75812,8.71416
-0.61152,1.75812,8.71416
0.15288,1.1466,8.86704
0.15288,1.1466,8.86704
0.15288,1.1466,8.86704
0.15288,1.45236,8.4084
0.15288,1.45236,8.4084
0.15288,1.45236,8.4084
0,1.5288,7.94976
0,1.5288,7.94976
0,1.5288,7.94976
-0.30576,1.07016,10.3958
-0.30576,1.07016,10.3958
-0.30576,1.07016,10.3958
-0.53508,1.60524,8.56128
-0.53508,1.60524,8.56128
-0.53508,1.60524,8.56128
0,1.37592,8.71416
0,1.37592,8.71416
0,1.37592,8.71416
-0.45864,1.75812,8.4084
-0.45864,1.75812,8.4084
-0.45864,1.75812,8.4084
0.15288,1.68168,7.644
0.15288,1.68168,7.644
0.15288,1.68168,7.644
-0.7644,0.91728,8.63772
-0.7644,0.91728,8.63772
-0.7644,0.91728,8.63772
-0.45864,1.5288,9.70788
-0.45864,1.5288,9.70788
-0.45864,1.5288,9.70788
-0.30576,0.99372,9.01992
-0.30576,0.99372,9.01992
-0.30576,0.99372,9.01992
-0.68796,1.5288,8.94348
-0.68796,1.5288,8.94348
-0.68796,1.5288,8.94348
0.15288,0.91728,7.94976
0.15288,0.91728,7.94976
0.15288,0.91728,7.94976
-0.22932,1.37592,9.1728
-0.22932,1.37592,9.1728
-0.22932,1.37592,9.1728
-0.30576,1.83456,10.4723
-0.30576,1.83456,10.4723
-0.30576,1.83456,10.4723
-0.22932,1.75812,9.1728
-0.22932,1.75812,9.1728
-0.22932,1.75812,9.1728
-0.22932,0.91728,8.17908
-0.22932,0.91728,8.17908
-0.22932,0.91728,8.17908
0,1.22304,8.17908
0,1.22304,8.17908
0,1.22304,8.17908
0,0.91728,8.94348
0,0.91728,8.94348
0,0.91728,8.94348
0,0.53508,8.0262
0,0.53508,8.0262
0,0.53508,8.0262
-0.22932,1.68168,8.56128
-0.22932,1.68168,8.56128
-0.22932,1.68168,8.56128
0,1.07016,8.48484
0,1.07016,8.48484
0,1.07016,8.48484
-0.22932,1.75812,8.7906
-0.22932,1.75812,8.7906
-0.22932,1.75812,8.7906
0.45864,0.91728,8.33196
0.45864,0.91728,8.33196
0.45864,0.91728,8.33196
0.07644,1.29948,8.25552
0.07644,1.29948,8.25552
0.07644,1.29948,8.25552
-0.3822,2.82828,9.01992
-0.3822,2.82828,9.01992
-0.3822,2.82828,9.01992
0,2.36964,9.01992
0,2.36964,9.01992
0,2.36964,9.01992
0,2.36964,9.01992
-0.22932,1.45236,8.56128
-0.22932,1.45236,8.56128
-0.22932,1.45236,8.56128
0,1.75812,8.33196
0,1.75812,8.33196
0,1.75812,8.33196
0,1.75812,7.94976
0,1.75812,7.94976
0,1.75812,7.94976
0,1.60524,9.40212
0,1.60524,9.40212
0,1.60524,9.40212
0.30576,1.98744,8.10264
0.30576,1.98744,8.10264
0.30576,1.98744,8.10264
-1.22304,2.52252,9.47856
-1.22304,2.52252,9.47856
-1.22304,2.52252,9.47856
0,3.59268,9.01992
0,3.59268,9.01992
0,3.59268,9.01992
-0.45864,1.68168,8.0262
-0.45864,1.68168,8.0262
-0.45864,1.68168,8.0262
0,1.29948,8.4084
0,1.29948,8.4084
0,1.29948,8.4084
0,1.22304,8.33196
0,1.22304,8.33196
0,1.22304,8.33196
0,1.22304,8.33196
0.30576,1.5288,9.40212
0.30576,1.5288,9.40212
0.30576,1.5288,9.40212
-0.3822,1.5288,8.4084
-0.3822,1.5288,8.4084
-0.3822,1.5288,8.4084
-0.7644,1.83456,9.63144
-0.7644,1.83456,9.63144
-0.3822,1.37592,8.33196
-0.3822,1.37592,8.33196
-0.3822,1.37592,8.33196
-0.61152,1.29948,9.09636
-0.61152,1.29948,9.09636
-0.61152,1.29948,9.09636
-0.07644,1.83456,9.32568
-0.07644,1.83456,9.32568
-0.07644,1.83456,9.32568
0.22932,0.61152,8.48484
0.22932,0.61152,8.48484
0.22932,0.61152,8.48484
-0.68796,1.5288,9.09636
-0.68796,1.5288,9.09636
-0.68796,1.5288,9.09636
-0.68796,1.5288,9.09636
0,1.68168,9.24924
0,1.68168,9.24924
0,1.68168,9.24924
0.07644,1.68168,10.0136
0.07644,1.68168,10.0136
-0.45864,1.29948,8.56128
-0.45864,1.29948,8.56128
-0.45864,1.29948,8.56128
0.22932,1.68168,8.71416
0.22932,1.68168,8.71416
0.22932,1.68168,8.71416
-0.3822,1.22304,9.09636
-0.3822,1.22304,9.09636
-0.3822,1.22304,9.09636
0.15288,1.07016,9.555
0.15288,1.07016,9.555
0.15288,1.07016,9.555
0,1.45236,7.644
0,1.45236,7.644
0,1.45236,7.644
0,1.45236,7.644
0,1.60524,8.25552
0,1.60524,8.25552
0,1.60524,8.25552
0.45864,2.06388,9.40212
0.45864,2.06388,9.40212
0.45864,2.06388,9.40212
0,1.22304,8.25552
0,1.22304,8.25552
0,1.22304,8.25552
-0.22932,1.45236,8.56128
-0.22932,1.45236,8.56128
-0.22932,1.45236,8.56128
-0.22932,1.98744,8.63772
-0.22932,1.98744,8.63772
-0.22932,1.98744,8.63772
-0.30576,1.5288,9.32568
-0.30576,1.5288,9.32568
-0.30576,1.5288,9.32568
-0.53508,1.75812,9.40212
-0.53508,1.75812,9.40212
-0.53508,1.75812,9.40212
-0.15288,1.29948,8.63772
-0.15288,1.29948,8.63772
-0.15288,1.29948,8.63772
0,1.07016,8.94348
0,1.07016,8.94348
0,1.07016,8.94348
0.53508,1.29948,9.24924
0.53508,1.29948,9.24924
0.53508,1.29948,9.24924
0.22932,1.29948,8.86704
0.22932,1.29948,8.86704
0.22932,1.29948,8.86704
0.22932,1.29948,8.86704
-0.22932,1.83456,9.555
-0.22932,1.83456,9.555
-0.22932,1.83456,9.555
0.22932,1.68168,8.71416
0.22932,1.68168,8.71416
0.22932,1.68168,8.71416
-0.61152,1.5288,8.86704
-0.61152,1.5288,8.86704
-0.61152,1.5288,8.86704
-0.15288,1.45236,8.94348
-0.15288,1.45236,8.94348
-0.15288,1.45236,8.94348
1.83456,0.91728,9.63144
1.83456,0.91728,9.63144
1.83456,0.91728,9.63144
0.30576,1.75812,7.33824
0.30576,1.75812,7.33824
0.30576,1.75812,7.33824
0,1.68168,8.0262
0,1.68168,8.0262
0,1.68168,8.0262
-0.15288,1.68168,9.09636
-0.15288,1.68168,9.09636
-0.15288,1.68168,9.09636
-0.3822,1.45236,7.33824
-0.3822,1.45236,7.33824
-0.3822,1.45236,7.33824
-1.29948,2.2932,7.33824
-1.29948,2.2932,7.33824
-1.29948,2.2932,7.33824
0.22932,1.60524,8.63772
0.22932,1.60524,8.63772
0.22932,1.60524,8.63772
-0.15288,1.911,8.56128
-0.15288,1.911,8.56128
-0.15288,1.911,8.56128
-0.45864,1.911,9.1728
-0.45864,1.911,9.1728
-0.45864,1.911,9.1728
-0.45864,1.911,9.1728
-0.07644,1.1466,9.40212
-0.07644,1.1466,9.40212
-0.07644,1.1466,9.40212
-0.3822,1.5288,10.5487
-0.3822,1.5288,10.5487
-1.07016,1.75812,9.63144
-1.07016,1.75812,9.63144
-1.07016,1.75812,9.63144
-0.22932,1.37592,9.09636
-0.22932,1.37592,9.09636
-0.22932,1.37592,9.09636
-1.07016,1.911,8.33196
-1.07016,1.911,8.33196
-1.07016,1.911,8.33196
-0.30576,1.29948,9.70788
-0.30576,1.29948,9.70788
-0.30576,1.29948,9.70788
0,1.75812,8.48484
0,1.75812,8.48484
0,1.75812,8.48484
-0.30576,1.45236,8.48484
-0.30576,1.45236,8.48484
-0.30576,1.45236,8.48484
0.61152,1.29948,8.71416
0.61152,1.29948,8.71416
0.61152,1.29948,8.71416
-0.3822,1.83456,8.7906
-0.3822,1.83456,8.7906
-0.3822,1.83456,8.7906
0,1.37592,8.4084
0,1.37592,8.4084
0,1.37592,8.4084
0,1.37592,8.4084
0,1.5288,9.24924
0,1.5288,9.24924
0,1.5288,9.24924
-0.15288,1.45236,9.01992
-0.15288,1.45236,9.01992
-0.15288,1.45236,9.01992
0,1.68168,9.32568
0,1.68168,9.32568
0,1.68168,9.32568
-0.3822,1.68168,8.4084
-0.3822,1.68168,8.4084
-0.3822,1.68168,8.4084
0,1.68168,8.63772
0,1.68168,8.63772
0,1.68168,8.63772
0.22932,1.5288,9.09636
0.22932,1.5288,9.09636
0.22932,1.5288,9.09636
0.15288,0.84084,8.7906
0.15288,0.84084,8.7906
0.15288,0.84084,8.7906
0,1.29948,5.65656
0,1.29948,5.65656
0,1.29948,5.65656
0.07644,1.60524,8.10264
0.07644,1.60524,8.10264
0.07644,1.60524,8.10264
-1.1466,1.68168,10.0136
-1.1466,1.68168,10.0136
-1.1466,1.68168,10.0136
0,1.22304,8.33196
0,1.22304,8.33196
0,1.22304,8.33196
0.68796,1.83456,8.4084
0.68796,1.83456,8.4084
0.68796,1.83456,8.4084
0.68796,1.83456,8.4084
0,1.45236,8.56128
0,1.45236,8.56128
-0.3822,0.68796,8.94348
-0.3822,0.68796,8.94348
-0.3822,0.68796,8.94348
0,1.75812,8.4084
0,1.75812,8.4084
0,1.75812,8.4084
-1.29948,1.98744,7.87332
-1.29948,1.98744,7.87332
-1.29948,1.98744,7.87332
0,1.83456,8.86704
0,1.83456,8.86704
0,1.83456,8.86704
0,1.83456,8.86704
-0.22932,2.06388,8.71416
-0.22932,2.06388,8.71416
-0.22932,2.06388,8.71416
0,2.36964,7.72044
0,2.36964,7.72044
0,2.36964,7.72044
0,1.5288,9.47856
0,1.5288,9.47856
0,1.5288,9.47856
-0.53508,1.1466,8.86704
-0.53508,1.1466,8.86704
-0.53508,1.1466,8.86704
-0.3822,1.98744,9.1728
-0.3822,1.98744,9.1728
-0.3822,1.98744,9.1728
-0.22932,1.75812,9.24924
-0.22932,1.75812,9.24924
-0.22932,1.75812,9.24924
-0.45864,1.37592,9.70788
-0.45864,1.37592,9.70788
-0.45864,1.37592,9.70788
-0.3822,1.83456,9.32568
-0.3822,1.83456,9.32568
-0.3822,1.83456,9.32568
-0.45864,1.68168,9.24924
-0.45864,1.68168,9.24924
-0.45864,1.68168,9.24924
0,0.61152,7.87332
0,0.61152,7.87332
0,0.61152,7.87332
-0.3822,1.60524,8.48484
-0.3822,1.60524,8.48484
-0.3822,1.60524,8.48484
0,1.5288,8.71416
0,1.5288,8.71416
0,1.5288,8.71416
-0.3822,1.22304,8.33196
-0.3822,1.22304,8.33196
-0.3822,1.22304,8.33196
0,0.61152,8.4084
0,0.61152,8.4084
0,0.61152,8.4084
0.07644,1.60524,8.63772
0.07644,1.60524,8.63772
0.07644,1.60524,8.63772
0.07644,1.45236,8.48484
0.07644,1.45236,8.48484
0.07644,1.45236,8.48484
0,1.45236,7.644
0,1.45236,7.644
0,1.45236,7.644
-0.15288,0.84084,8.94348
-0.15288,0.84084,8.94348
0.15288,1.45236,8.25552
0.15288,1.45236,8.25552
0,2.06388,8.56128
0,2.06388,8.56128
-0.07644,0.91728,8.48484
-0.07644,0.91728,8.48484
-0.45864,1.07016,8.48484
-0.45864,1.07016,8.48484
-0.45864,1.07016,8.48484
-0.45864,1.45236,9.24924
-0.45864,1.45236,9.24924
0.07644,1.45236,8.17908
0.07644,1.45236,8.17908
-1.68168,1.911,8.63772
-0.68796,1.60524,8.56128
-0.22932,1.68168,10.8545
-0.22932,1.68168,10.8545
0.15288,1.60524,9.09636
0.15288,1.60524,9.09636
-0.30576,1.22304,10.6252
-0.30576,1.22304,10.6252
-0.30576,1.22304,10.6252
-0.30576,1.5288,8.56128
0.84084,1.83456,9.86076
-0.3822,1.5288,9.24924
-0.22932,1.45236,9.24924
-0.22932,1.45236,9.24924
-1.60524,1.911,9.1728
-0.15288,1.1466,8.56128
-0.07644,1.60524,9.555
0,1.83456,9.32568
0,1.45236,8.86704
0,1.45236,8.86704
-0.53508,1.68168,9.09636
-0.15288,0.99372,9.01992
-0.15288,0.99372,9.01992
0.53508,0.30576,8.33196
-0.30576,1.45236,8.71416
-0.30576,1.45236,8.71416
-0.3822,1.1466,8.25552
0,1.45236,8.86704
0,1.45236,8.86704
-0.30576,1.29948,8.7906
-0.15288,1.75812,8.94348
-0.15288,1.75812,8.94348
-0.3822,1.22304,6.95604
-0.7644,1.45236,9.40212
0,1.60524,9.09636
-0.45864,1.22304,7.2618
-0.45864,1.22304,7.2618
-0.07644,1.22304,9.32568
-0.15288,1.75812,8.94348
0.07644,1.45236,8.94348
-0.3822,1.45236,9.09636
-0.3822,1.45236,9.09636
-0.07644,1.37592,9.78432
-0.07644,1.37592,9.78432
0,1.45236,9.24924
-0.30576,2.36964,8.86704
1.07016,1.1466,7.33824
0,2.36964,8.17908
-0.3822,1.68168,7.94976
0.30576,1.5288,9.47856
-0.3822,1.37592,8.7906
0,1.98744,8.7906
0.30576,0.22932,8.48484
0.30576,0.22932,8.48484
0,1.75812,9.32568
0,1.29948,9.24924
0.22932,1.5288,8.17908
-0.3822,1.07016,8.63772
0,1.29948,8.25552
-1.60524,1.75812,8.0262
1.29948,1.75812,7.79688
0,2.2932,8.4084
-0.30576,1.37592,7.87332
0.15288,1.68168,9.1728
-0.15288,1.37592,8.63772
-0.30576,1.60524,10.7016
0,1.22304,8.4084
0,1.22304,8.4084
-0.45864,1.68168,9.1728
0,1.45236,8.7906
0.15288,1.68168,8.63772
0.15288,1.68168,8.63772
-0.30576,1.45236,8.71416
0,1.83456,9.32568
0,1.22304,7.41468
-0.30576,1.75812,9.32568
-0.53508,1.60524,9.40212
-0.22932,1.1466,8.7906
0,1.29948,8.86704
0,1.29948,8.86704
-0.15288,1.37592,8.86704
-0.30576,1.60524,8.7906
0,1.60524,8.48484
0,1.60524,8.48484
0,2.14032,8.17908
0,2.14032,8.17908
-0.61152,2.14032,8.56128
-0.30576,3.59268,7.33824
0.07644,1.911,8.94348
0.07644,1.911,8.94348
-0.30576,1.45236,8.86704
-0.30576,1.45236,8.86704
-0.07644,0.7644,8.48484
-0.22932,1.68168,8.63772
-0.22932,1.68168,8.63772
0,1.29948,9.78432
-0.7644,1.5288,9.24924
-0.3822,1.911,8.4084
-0.3822,1.911,8.4084
-0.3822,2.06388,8.86704
0.53508,1.911,8.56128
0.53508,1.911,8.56128
0,1.911,7.18536
0.22932,1.5288,8.63772
-0.45864,1.5288,9.09636
0,1.60524,11.3131
0,1.60524,11.3131
-0.07644,1.68168,9.40212
-0.68796,1.45236,8.4084
-0.53508,1.37592,8.48484
-0.15288,1.75812,7.72044
-0.3822,1.45236,8.86704
-0.3822,1.45236,8.86704
-0.91728,1.1466,9.01992
-0.91728,1.1466,9.01992
0.30576,1.60524,8.56128
-0.15288,0,9.09636
-0.15288,0,9.09636
-0.30576,1.5288,10.1665
-0.53508,1.45236,8.7906
-0.3822,1.5288,9.24924
0,1.911,8.33196
-0.3822,2.14032,8.56128
0.07644,1.29948,8.48484
0.07644,1.29948,8.48484
0.07644,1.29948,8.48484
0.53508,1.98744,9.78432
0.53508,1.98744,9.78432
0.53508,1.98744,9.78432
0,1.1466,9.01992
0,1.1466,9.01992
0,1.1466,9.01992
-0.45864,1.22304,8.86704
-0.45864,1.22304,8.86704
-0.45864,1.22304,8.86704
-0.3822,1.60524,9.555
-0.3822,1.60524,9.555
-0.30576,2.06388,9.24924
-0.30576,2.06388,9.24924
-0.30576,2.06388,9.24924
-0.15288,2.21676,9.09636
-0.15288,2.21676,9.09636
-0.15288,2.21676,9.09636
-0.3822,3.36336,7.33824
-0.3822,3.36336,7.33824
-0.3822,3.36336,7.33824
-0.45864,1.07016,9.40212
-0.45864,1.07016,9.40212
-0.45864,1.07016,9.40212
-0.07644,1.83456,9.32568
-0.07644,1.83456,9.32568
