0.000195514,3.20665,-6.25713
0.000319686,3.21139,-6.24437
0.000520751,3.21597,-6.23056
0.00079379,3.22036,-6.21544
0.00115457,3.22447,-6.1987
0.00165091,3.22845,-6.17991
0.00226826,3.23211,-6.1587
0.00304314,3.23543,-6.13462
0.00400156,3.23836,-6.10719
0.00514176,3.24075,-6.07596
0.00652806,3.24269,-6.0404
0.00817761,3.24406,-5.99988
0.0101214,3.24479,-5.95382
0.0123617,3.24487,-5.90132
0.0149654,3.24419,-5.84208
0.0179512,3.24266,-5.77537
0.0213496,3.24022,-5.70054
0.0253113,3.23673,-5.61722
0.0297286,3.23218,-5.52451
0.0346889,3.22646,-5.42188
0.0402284,3.2195,-5.30877
0.0463371,3.21139,-5.18453
0.0530999,3.20175,-5.04881
0.0605267,3.19071,-4.90115
0.0685981,3.17809,-4.74118
0.0773883,3.16396,-4.56858
0.0869231,3.1482,-4.38326
0.0971805,3.13086,-4.18492
0.108182,3.11184,-3.97355
0.119931,3.09112,-3.7492
0.132426,3.06872,-3.51193
0.145661,3.04463,-3.26207
0.159623,3.01888,-2.99992
0.174296,2.99151,-2.72591
0.189612,2.96262,-2.44026
0.205593,2.9321,-2.14403
0.222182,2.90018,-1.83772
0.239337,2.86692,-1.52213
0.256962,2.83228,-1.19821
0.275057,2.79665,-0.866903
0.293539,2.75994,-0.52918
0.31234,2.72229,-0.186122
0.331405,2.68394,0.161028
0.350641,2.645,0.511154
0.370019,2.6054,0.86329
0.389409,2.56549,1.21598
0.408751,2.52544,1.56802
0.428039,2.48534,1.91815
0.447109,2.44556,2.26518
0.465918,2.40606,2.608
0.484398,2.36701,2.94549
0.502437,2.32842,3.27651
0.520021,2.29057,3.6001
0.537072,2.25357,3.91528
0.553533,2.21754,4.22115
0.569351,2.18265,4.51689
0.584364,2.14898,4.80213
0.598667,2.11658,5.07584
0.612171,2.0856,5.33766
0.62484,2.05609,5.58716
0.636721,2.02802,5.82408
0.647705,2.0016,6.04809
0.65781,1.97678,6.25915
0.667031,1.95356,6.45721
0.675444,1.93206,6.64221
0.682972,1.91212,6.81449
0.689663,1.89383,6.97417
0.695512,1.87724,7.12151
0.700584,1.86225,7.25692
0.7049,1.84885,7.38081
0.7085,1.83702,7.49363
0.711365,1.82658,7.59581
0.713611,1.81759,7.68807
0.715255,1.81008,7.77074
0.716344,1.80387,7.84457
0.717002,1.79895,7.91025
0.71719,1.79526,7.96825
0.716993,1.79259,8.01919
0.716466,1.791,8.06368
0.7156,1.79043,8.10242
0.714517,1.79081,8.13583
0.713236,1.79202,8.16446
0.711804,1.7941,8.18897
0.71026,1.7969,8.20975
0.708747,1.80031,8.22685
0.707182,1.80437,8.24117
0.705648,1.80887,8.2529
0.704182,1.81385,8.26238
0.702729,1.81924,8.27023
0.701422,1.82502,8.27633
0.700329,1.83093,8.2824
0.699214,1.83738,8.2848
0.698348,1.84386,8.2866
0.697674,1.85045,8.28796
0.697204,1.85706,8.28879
0.696954,1.86368,8.2891
0.696888,1.87034,8.2891
0.697037,1.87689,8.28854
0.697395,1.88334,8.28751
0.697945,1.88961,8.28599
0.698718,1.89578,8.28413
0.699663,1.90161,8.28161
0.700791,1.9072,8.2787
0.702073,1.91249,8.27547
0.703533,1.91739,8.2715
0.705178,1.92193,8.26739
0.706943,1.92606,8.26282
0.708887,1.92974,8.25778
0.710857,1.93299,8.25265
0.71288,1.9358,8.24728
0.715023,1.9381,8.24158
0.717215,1.93995,8.2357
0.719489,1.94118,8.22951
0.721961,1.94184,8.22298
0.724389,1.94197,8.21642
0.726897,1.94166,8.20981
0.729451,1.9408,8.20311
0.732016,1.9394,8.19651
0.734429,1.93764,8.1901
0.736914,1.93534,8.18377
0.739381,1.93261,8.1777
0.741819,1.92945,8.17184
0.744219,1.9259,8.16627
0.746573,1.92201,8.16114
0.748852,1.91782,8.1566
0.751102,1.91339,8.1524
0.753377,1.90858,8.14872
0.755548,1.90362,8.14573
0.757641,1.89847,8.14337
0.759757,1.8933,8.14185
0.7618,1.88802,8.14104
0.763798,1.88269,8.14098
0.765657,1.87735,8.14157
0.76749,1.87196,8.14306
0.769285,1.86665,8.1453
0.77099,1.86143,8.14824
0.772645,1.85632,8.1519
0.77431,1.85134,8.1561
0.775859,1.84648,8.16107
0.777373,1.84177,8.16658
0.778852,1.83723,8.17257
0.780286,1.83293,8.17929
0.781714,1.82888,8.18631
0.783097,1.82499,8.19365
0.78444,1.82128,8.20126
0.785671,1.81774,8.20901
0.786827,1.81444,8.21699
0.78802,1.81119,8.22475
0.789133,1.80813,8.23249
0.790214,1.80528,8.24016
0.79124,1.80255,8.24764
0.792143,1.80002,8.25483
0.792992,1.79762,8.2617
0.793783,1.79533,8.26819
0.794559,1.79311,8.27401
0.795206,1.79096,8.2795
0.795798,1.7889,8.28443
0.796314,1.78695,8.28875
0.796755,1.78512,8.29266
0.79712,1.78335,8.29595
0.797391,1.78169,8.29871
0.797536,1.78009,8.30093
0.797609,1.77868,8.30269
0.797567,1.77739,8.30403
0.7974,1.77624,8.30499
0.797137,1.77526,8.30568
0.796839,1.77436,8.30593
0.7964,1.77369,8.30603
0.79589,1.77324,8.30599
0.795293,1.77302,8.30593
0.794691,1.77307,8.30579
0.79407,1.7734,8.30577
0.793417,1.77403,8.30586
0.792767,1.77498,8.30615
0.792189,1.77626,8.3065
0.791375,1.77813,8.30753
0.790693,1.78034,8.3088
0.790067,1.78298,8.3104
0.789471,1.7861,8.31252
0.789008,1.78967,8.31484
0.788625,1.79376,8.31763
0.788328,1.79837,8.32092
0.788136,1.80348,8.32461
0.788069,1.80918,8.32881
0.788116,1.81542,8.33345
0.788293,1.82221,8.33846
0.788603,1.82959,8.3439
0.789017,1.83744,8.34957
0.789564,1.84586,8.35551
0.790223,1.85484,8.36171
0.790981,1.86438,8.36813
0.792011,1.87426,8.37445
0.793087,1.88481,8.38108
0.794269,1.8958,8.38768
0.79555,1.90723,8.3942
0.796936,1.91908,8.40069
0.798333,1.9312,8.40674
0.799806,1.94369,8.41262
0.801329,1.95648,8.41822
0.802854,1.96954,8.42356
0.804294,1.98288,8.42854
0.805754,1.99638,8.43311
0.807146,2.01002,8.43727
0.808522,2.02374,8.44089
0.809662,2.03749,8.44435
0.8107,2.05124,8.44727
0.811614,2.0649,8.44971
0.81238,2.07842,8.45168
0.812954,2.09187,8.45299
0.81348,2.10492,8.45382
0.813788,2.1177,8.45417
0.813875,2.13014,8.45406
0.813758,2.14205,8.45361
0.813422,2.15353,8.45275
0.812875,2.16445,8.45148
0.812125,2.17473,8.44984
0.811178,2.18435,8.44796
0.809969,2.19333,8.44582
0.808583,2.2015,8.44343
0.807047,2.20885,8.44083
0.805445,2.21518,8.43782
0.803672,2.22062,8.43473
0.80176,2.22507,8.43147
0.799853,2.22856,8.42814
0.797877,2.231,8.4247
0.79574,2.23251,8.42116
0.79361,2.23293,8.41757
0.791474,2.23229,8.41389
0.789314,2.23064,8.41027
0.787166,2.22794,8.40673
0.785069,2.22425,8.40317
0.783039,2.21964,8.3998
0.781073,2.21399,8.39621
0.779318,2.20729,8.3926
0.77765,2.1998,8.38915
0.776104,2.19149,8.38575
0.774789,2.1824,8.38245
0.773697,2.17266,8.37925
0.772795,2.16224,8.37607
0.772142,2.15127,8.37296
0.771704,2.13974,8.36983
0.771545,2.12778,8.36672
0.771546,2.11558,8.36359
0.771876,2.10308,8.36045
0.772492,2.09037,8.3572
0.77338,2.07762,8.35403
0.774526,2.06474,8.35083
0.775965,2.05193,8.34748
0.777666,2.03925,8.34407
0.779662,2.02665,8.34042
0.782017,2.01434,8.33663
0.784606,2.0023,8.33268
0.787463,1.99058,8.32853
0.790597,1.97929,8.32424
0.793869,1.96848,8.31971
0.797409,1.95811,8.31494
0.801211,1.94821,8.30987
0.805193,1.93876,8.30457
0.809277,1.92991,8.29888
0.813557,1.92156,8.2929
0.817981,1.91375,8.28657
0.822532,1.90646,8.27991
0.827145,1.89969,8.27284
0.83197,1.89341,8.26552
0.836804,1.88764,8.25782
0.841602,1.88242,8.24982
0.8466,1.8775,8.24143
0.851538,1.87306,8.23272
0.856464,1.86904,8.22372
0.861346,1.86542,8.21447
0.866197,1.86215,8.20489
0.870771,1.8593,8.19526
